ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.112409575430035,0.096887725651812,0.111502462348286,0.133947384930773,0.545252817063743
2,0.525992109104258,0.098952283611788,0.10200058010755,0.145391769777377,0.127663272533019
3,0.256546392187306,0.098110859172802,0.11689245169863,0.261856344975479,0.26659394777483
4,0.265382891806582,0.100848723474382,0.107142917777108,0.190661901344349,0.335963584689692
5,0.243864665202632,0.097009105773981,0.11020849532084,0.412091295127687,0.136826431007864
6,0.228312967488104,0.097051072293281,0.105588874350253,0.405152257523043,0.163894855004428
7,0.318919143615657,0.122592614551524,0.280598816155352,0.143445372158287,0.134444042343309
8,0.535615139678845,0.10108917870442,0.103840536921214,0.110867662053468,0.148587460755972
9,0.542633127639063,0.097240457459813,0.099365377853788,0.150338163132744,0.110422855171725
10,0.233558037510864,0.098895165465161,0.164386031822576,0.379437794099124,0.123722976224549
11,0.482739779256373,0.098348769071995,0.099629705118884,0.177097197542148,0.14218455774175
12,0.11414464914714,0.096920583638369,0.168427978225016,0.158130699836407,0.462376074833984
13,0.502193560339518,0.098309822534403,0.10399405496017,0.138758506255961,0.156744032859715
14,0.530135254191513,0.097688318214858,0.109267062343807,0.109163772019239,0.153745584150188
15,0.584557861111926,0.096451142630161,0.099065203008705,0.118949387917915,0.100976371163396
16,0.536751339005461,0.098090094687554,0.09961781281019,0.155687258492784,0.109853479870019
17,0.25222681596657,0.097839842079102,0.136366041023918,0.369819575685524,0.143747746199644
18,0.317948099702502,0.097211572217767,0.104814161354212,0.362792055570839,0.117234084961234
19,0.176752407807396,0.100097127736779,0.11110799633014,0.176807774501399,0.435234702937511
20,0.105199866872756,0.100861671062119,0.257999110266979,0.112540338678961,0.423398994492733
21,0.334669798548718,0.097838363393999,0.105179213031351,0.326027274561698,0.136285355819338
22,0.096838917057213,0.099944050785955,0.123939617847341,0.097407628803904,0.581869777356515
23,0.492479426769747,0.097252127119455,0.101456346198934,0.149591489104823,0.15922063595275
24,0.100728228025526,0.100144827874084,0.105688988665095,0.096603574227372,0.596834395352385
25,0.498232360983635,0.100381884527955,0.104061319253732,0.166089040463053,0.131235402455037
26,0.139923407035459,0.101073122892142,0.131767722901096,0.113140504967179,0.514095235684867
27,0.59080428291251,0.097055424444684,0.098637341126353,0.100789889470908,0.112713079740674
28,0.126126741702788,0.11324109665815,0.248863732723335,0.108395969116321,0.403372457005438
29,0.205144252169334,0.09693384267437,0.11067475119644,0.430169258790633,0.157077917637381
30,0.314348372021372,0.096882988564166,0.110329928464945,0.355225031772706,0.123213669980002
31,0.194920714035581,0.101898371359554,0.138903467925148,0.148036930712695,0.416240539715746
32,0.491344509457042,0.098880204708438,0.099753220797559,0.140773630605943,0.169248448168026
33,0.139461144170811,0.099242262027152,0.167229522932082,0.114489346822655,0.479577751521316
34,0.60548796899892,0.09726908336589,0.097498806594404,0.100372522208317,0.099371611963965
35,0.409948606634959,0.101974663911498,0.105979694481784,0.099626488511678,0.28247052061588
36,0.42019293859947,0.097121219805073,0.110894851555848,0.195379794273554,0.176411217186475
37,0.110866600601334,0.10092803085846,0.136815577333839,0.100003981021244,0.551385828811574
38,0.567320803359217,0.096528982990325,0.097124158761294,0.115032108866554,0.123993952541869
39,0.389283882253893,0.098588898735654,0.115056607797256,0.22380219188241,0.173268432602133
40,0.320932528199013,0.098278017772348,0.120577358129599,0.118052266436882,0.342159842733505
41,0.184823146254064,0.098463581830608,0.107906270550479,0.242608196961859,0.366198804402991
